X Y Z Dir_X Dir_Y Dir_Z Dip_Direction Dip M K T n(T)
2614391 1147995 2414 -0.7944 0.4015 -0.4557 116.81 62.89 5.79 0.58 35 108 
2614393 1147997 2412 -0.7950 0.4005 -0.4555 116.74 62.90 5.72 0.54 35 108 
2614395 1147997 2408 -0.7961 0.3989 -0.4551 116.61 62.93 5.66 0.49 35 108 
2614397 1147997 2404 -0.7975 0.3930 -0.4578 116.23 62.75 5.58 0.45 35 108 
2614399 1147999 2401 -0.7990 0.3853 -0.4617 115.74 62.51 5.54 0.40 35 108 
2614401 1147999 2397 -0.8006 0.3768 -0.4658 115.20 62.24 5.47 0.35 35 108 
2614403 1148001 2394 -0.8013 0.3625 -0.4760 114.34 61.58 5.52 0.30 35 108 
2614405 1148001 2391 -0.8015 0.3486 -0.4859 113.50 60.93 5.56 0.25 35 108 
2614407 1148003 2389 0.7995 -0.3441 0.4923 113.29 60.51 5.54 0.21 35 108 
2614409 1148003 2385 0.7991 -0.3402 0.4956 113.06 60.29 5.46 0.18 35 108 
2614411 1148005 2383 -0.7964 0.3313 -0.5060 112.59 59.60 5.47 0.14 35 108 
2614411 1148007 2384 -0.7947 0.3230 -0.5139 112.12 59.08 5.45 0.12 35 108 
2614413 1148009 2381 0.7947 -0.3164 0.5180 111.71 58.80 5.31 0.10 35 108 
2614413 1148011 2383 0.7971 -0.3117 0.5171 111.36 58.86 5.28 0.10 35 108 
2614413 1148013 2383 0.7977 -0.3029 0.5214 110.79 58.57 5.12 0.12 35 108 
2614413 1148015 2384 0.8016 -0.2971 0.5189 110.34 58.74 5.11 0.15 35 108 
2614413 1148017 2384 -0.8021 0.2931 -0.5203 110.07 58.65 5.10 0.18 35 108 
2614413 1148019 2385 -0.8063 0.2870 -0.5172 109.59 58.86 5.07 0.22 35 108 
2614413 1148021 2388 -0.8080 0.2809 -0.5180 109.17 58.80 5.04 0.28 35 108 
2614415 1148023 2386 -0.8173 0.2722 -0.5078 108.42 59.48 4.96 0.34 35 108 
2614415 1148025 2389 -0.8289 0.2638 -0.4934 107.65 60.44 4.91 0.40 35 108 
2614415 1148027 2392 -0.8409 0.2554 -0.4771 106.90 61.51 4.93 0.46 35 108 
2614415 1148029 2396 -0.8521 0.2484 -0.4607 106.25 62.57 4.95 0.51 35 108 
2614415 1148031 2399 -0.8646 0.2413 -0.4407 105.59 63.85 5.01 0.57 35 108 
2614415 1148033 2400 -0.8754 0.2357 -0.4220 105.07 65.04 5.07 0.63 35 108 
2614415 1148035 2402 -0.8859 0.2303 -0.4026 104.57 66.26 5.13 0.71 35 108 
2614415 1148037 2402 -0.8950 0.2260 -0.3845 104.17 67.39 5.19 0.77 35 108 
2614415 1148039 2403 0.9043 -0.2213 0.3651 103.75 68.59 5.26 0.83 35 108 
2614415 1148041 2404 0.9126 -0.2173 0.3462 103.40 69.74 5.36 0.86 35 108 
2614415 1148043 2405 0.9200 -0.2131 0.3288 103.04 70.80 5.45 0.88 35 108 
2614415 1148045 2406 0.9240 -0.2107 0.3190 102.84 71.40 5.52 0.89 35 108 
2614415 1148047 2406 0.9270 -0.2083 0.3119 102.67 71.83 5.60 0.87 35 108 
2614415 1148049 2406 0.9263 -0.2081 0.3142 102.66 71.69 5.63 0.86 35 108 
2614511 1148431 2392 0.2946 0.8625 0.4116 18.86 65.70 5.58 1.94 36 118 
2614513 1148429 2393 0.2963 0.8646 0.4057 18.92 66.06 5.57 2.01 36 118 
2614515 1148427 2394 0.2972 0.8648 0.4047 18.96 66.13 5.56 2.08 36 118 
2614517 1148427 2392 0.2967 0.8616 0.4120 19.00 65.67 5.55 2.16 36 118 
2614519 1148425 2393 0.2949 0.8533 0.4300 19.07 64.53 5.56 2.29 36 118 
2614521 1148425 2392 0.2908 0.8367 0.4641 19.16 62.34 5.61 2.42 36 118 
2614523 1148423 2394 0.2831 0.8076 0.5173 19.32 58.85 5.71 2.49 36 118 
2614525 1148423 2393 -0.2728 -0.7700 -0.5768 19.51 54.77 5.92 2.35 36 118 
2614527 1148423 2391 -0.2696 -0.7527 -0.6007 19.71 53.08 6.13 2.08 36 118 
2614529 1148423 2389 -0.2747 -0.7604 -0.5885 19.87 53.95 6.22 1.89 36 118 
2614531 1148423 2386 -0.2815 -0.7720 -0.5699 20.04 55.25 6.30 1.73 36 118 
2614533 1148423 2385 -0.2859 -0.7754 -0.5630 20.24 55.73 6.40 1.60 36 118 
2614535 1148423 2384 -0.2909 -0.7777 -0.5572 20.51 56.14 6.51 1.49 36 118 
2614537 1148423 2383 -0.2959 -0.7790 -0.5529 20.80 56.44 6.63 1.42 36 118 
2614539 1148421 2385 -0.3030 -0.7863 -0.5384 21.07 57.42 6.76 1.35 36 118 
2614541 1148421 2385 0.3113 0.7968 0.5180 21.34 58.81 6.89 1.26 36 118 
2614543 1148421 2384 0.3176 0.8013 0.5071 21.62 59.53 7.05 1.20 36 118 
2614545 1148419 2386 0.3235 0.8057 0.4962 21.87 60.25 7.22 1.14 36 118 
2614547 1148417 2388 0.3283 0.8074 0.4902 22.13 60.65 7.25 1.15 36 118 
2614549 1148415 2390 0.3338 0.8097 0.4827 22.40 61.14 7.19 1.21 36 118 
2614549 1148413 2392 0.3364 0.8094 0.4813 22.57 61.23 7.10 1.29 36 118 
2614551 1148411 2393 0.3376 0.8092 0.4808 22.65 61.26 7.10 1.34 36 118 
2614553 1148409 2394 0.3382 0.8093 0.4803 22.68 61.30 7.10 1.35 36 118 
2614555 1148407 2395 0.3382 0.8093 0.4803 22.68 61.30 7.10 1.35 36 118 
2614557 1148405 2397 0.3380 0.8093 0.4804 22.66 61.29 7.11 1.34 36 118 
2614559 1148405 2396 0.3374 0.8094 0.4806 22.63 61.27 7.11 1.33 36 118 
2614561 1148403 2398 0.3349 0.8099 0.4815 22.47 61.21 7.07 1.35 36 118 
2614563 1148403 2398 0.3318 0.8110 0.4818 22.25 61.20 7.00 1.38 36 118 
2614565 1148405 2396 0.3296 0.8147 0.4772 22.03 61.50 6.91 1.43 36 118 
2614567 1148405 2395 0.3280 0.8180 0.4724 21.85 61.81 6.85 1.46 36 118 
2614569 1148407 2390 0.3249 0.8195 0.4720 21.63 61.83 6.76 1.54 36 118 
2614571 1148407 2389 0.3217 0.8191 0.4750 21.44 61.64 6.77 1.59 36 118 
2614573 1148407 2388 0.3177 0.8176 0.4802 21.24 61.30 6.76 1.63 36 118 
2614575 1148407 2387 0.3177 0.8170 0.4812 21.25 61.24 6.76 1.69 36 118 
2614577 1148405 2389 0.3208 0.8181 0.4773 21.41 61.49 6.70 1.76 36 118 
2614579 1148403 2391 0.3250 0.8204 0.4705 21.61 61.94 6.65 1.86 36 118 
2614581 1148401 2393 0.3363 0.8280 0.4486 22.11 63.35 6.52 1.98 36 118 
2614583 1148399 2396 0.3505 0.8362 0.4217 22.74 65.06 6.28 2.23 36 118 
2614585 1148397 2400 0.3616 0.8411 0.4022 23.26 66.29 6.11 2.43 36 118 
2614587 1148395 2402 0.3694 0.8426 0.3919 23.67 66.93 5.96 2.61 36 118 
2614589 1148393 2403 0.3777 0.8429 0.3833 24.14 67.46 5.70 3.04 36 118 
2614591 1148391 2403 0.3821 0.8400 0.3853 24.46 67.34 5.47 3.58 36 118 
2614593 1148389 2402 0.3818 0.8332 0.4001 24.62 66.41 5.27 4.27 36 118 
2614595 1148389 2400 0.3727 0.8159 0.4421 24.55 63.76 5.02 5.48 36 118 
2614597 1148387 2404 0.3455 0.7782 0.5244 23.94 58.37 4.82 6.97 36 118 
2614599 1148385 2408 0.2699 0.6745 0.6872 21.80 46.60 4.61 9.03 36 118 
2614601 1148385 2404 -0.1719 -0.5277 -0.8319 18.04 33.71 4.49 8.44 36 118 
2614603 1148383 2406 0.0870 0.3901 0.9167 12.58 23.56 4.41 6.48 36 118 
2614605 1148383 2402 0.0256 0.2855 0.9580 5.13 16.66 4.33 4.81 36 118 
2614607 1148383 2398 0.0049 0.2498 0.9683 1.12 14.47 4.27 3.67 36 118 
2614609 1148381 2400 -0.0148 0.2158 0.9763 356.08 12.49 4.21 2.87 36 118 
2614611 1148381 2401 -0.0386 0.1771 0.9834 347.71 10.44 4.14 2.31 36 118 
2614613 1148381 2401 -0.0486 0.1639 0.9853 343.48 9.84 4.09 1.90 36 118 
2614615 1148381 2401 -0.0633 0.1471 0.9871 336.72 9.21 4.04 1.57 36 118 
2614617 1148381 2399 -0.0737 0.1363 0.9879 331.61 8.91 3.98 1.30 36 118 
2614619 1148381 2398 -0.0889 0.1239 0.9883 324.32 8.77 3.95 1.07 36 118 
2614621 1148379 2404 -0.0939 0.1275 0.9874 323.63 9.11 3.91 0.88 36 118 
2614623 1148379 2404 -0.0972 0.1283 0.9870 322.86 9.26 3.85 0.73 36 118 
2614625 1148377 2408 -0.1042 0.1229 0.9869 319.70 9.27 3.78 0.59 36 118 
2614627 1148375 2410 -0.1029 0.1161 0.9879 318.45 8.92 3.71 0.48 36 118 
2614759 1146025 1632 -0.5178 0.2569 -0.8161 116.39 35.31 7.58 3.22 37 37 
2614761 1146027 1631 -0.5240 0.2644 -0.8096 116.77 35.94 7.61 2.97 37 37 
2614763 1146029 1631 0.5868 -0.3575 0.7265 121.35 43.40 7.58 3.10 37 37 
2614765 1146031 1630 0.5736 -0.3452 0.7429 121.04 42.02 7.66 3.04 37 37 
2614767 1146033 1629 0.5721 -0.3477 0.7428 121.29 42.03 7.61 3.40 37 37 
2614769 1146035 1629 0.6080 -0.3979 0.6871 123.21 46.60 7.60 4.16 37 37 
2614771 1146037 1628 0.6944 -0.5239 0.4933 127.03 60.44 7.82 5.22 37 37 
2614773 1146039 1628 0.6850 -0.5151 0.5152 126.94 58.99 7.62 7.92 37 37 
2614775 1146041 1628 0.4784 -0.2563 0.8399 118.18 32.87 7.76 8.02 37 37 
2614777 1146043 1627 0.3911 -0.1702 0.9045 113.53 25.25 7.91 6.89 37 37 
2614777 1146045 1627 -0.4717 0.2596 -0.8427 118.82 32.57 7.70 8.52 37 37 
2614779 1146047 1626 0.5432 -0.3457 0.7652 122.47 40.08 7.42 15.28 37 37 
2614781 1146049 1627 -0.1396 0.2634 0.9545 332.08 17.34 7.20 84.21 37 37 
2614783 1146051 1626 -0.4539 0.2727 -0.8483 121.00 31.97 7.17 20.25 37 37 
2614785 1146053 1625 -0.5247 0.3469 -0.7774 123.47 38.98 7.15 14.93 37 37 
2614787 1146055 1625 -0.6147 0.4433 -0.6523 125.80 49.28 7.04 14.20 37 37 
2614789 1146057 1624 0.4102 -0.2493 0.8772 121.29 28.69 6.96 8.34 37 37 
2614791 1146059 1624 -0.4394 0.2829 -0.8526 122.78 31.51 7.18 5.89 37 37 
2614791 1146061 1624 -0.4252 0.2801 -0.8607 123.37 30.60 7.50 4.28 37 37 
2611069 1146247 2134 0.7379 -0.5660 0.3676 127.49 68.44 6.65 1.02 1 1799 
2611069 1146249 2135 0.7365 -0.5666 0.3695 127.57 68.32 6.66 1.02 1 1799 
2611069 1146251 2136 0.7349 -0.5672 0.3718 127.66 68.18 6.68 1.02 1 1799 
2611071 1146253 2138 0.7329 -0.5679 0.3746 127.77 68.00 6.71 1.02 1 1799 
2611071 1146255 2138 0.7308 -0.5686 0.3778 127.88 67.80 6.74 1.02 1 1799 
2611073 1146257 2140 0.7286 -0.5693 0.3809 128.00 67.61 6.77 1.02 1 1799 
2611073 1146259 2140 0.7259 -0.5700 0.3849 128.14 67.36 6.80 1.02 1 1799 
2611073 1146261 2140 0.7233 -0.5708 0.3887 128.28 67.12 6.84 1.02 1 1799 
2611075 1146263 2142 0.7206 -0.5715 0.3925 128.42 66.89 6.87 1.02 1 1799 
2611075 1146265 2143 0.7178 -0.5723 0.3966 128.57 66.63 6.91 1.02 1 1799 
2611075 1146267 2144 0.7150 -0.5730 0.4005 128.71 66.39 6.94 1.03 1 1799 
2611077 1146269 2147 0.7120 -0.5738 0.4046 128.86 66.13 6.98 1.03 1 1799 
2611077 1146271 2148 0.7093 -0.5745 0.4085 129.01 65.89 7.01 1.03 1 1799 
2611077 1146273 2150 0.7070 -0.5752 0.4115 129.13 65.70 7.04 1.03 1 1799 
2611079 1146275 2152 0.7044 -0.5758 0.4149 129.26 65.49 7.07 1.04 1 1799 
2611079 1146277 2154 0.7025 -0.5764 0.4174 129.37 65.33 7.09 1.04 1 1799 
2611079 1146279 2155 0.7003 -0.5770 0.4203 129.49 65.15 7.11 1.05 1 1799 
2611081 1146281 2158 0.6987 -0.5775 0.4222 129.57 65.03 7.12 1.05 1 1799 
2611081 1146283 2159 0.6974 -0.5779 0.4238 129.65 64.92 7.13 1.06 1 1799 
2611081 1146285 2160 0.6958 -0.5784 0.4257 129.74 64.80 7.15 1.07 1 1799 
2611083 1146287 2163 0.6946 -0.5789 0.4271 129.81 64.71 7.15 1.08 1 1799 
2611083 1146289 2164 0.6931 -0.5793 0.4289 129.89 64.60 7.16 1.09 1 1799 
2611083 1146291 2165 0.6919 -0.5797 0.4303 129.96 64.51 7.17 1.10 1 1799 
2611085 1146293 2168 0.6900 -0.5803 0.4325 130.06 64.37 7.18 1.11 1 1799 
2611085 1146295 2169 0.6881 -0.5809 0.4349 130.17 64.22 7.20 1.12 1 1799 
2611085 1146297 2170 0.6851 -0.5816 0.4387 130.33 63.98 7.22 1.14 1 1799 
2611087 1146299 2172 0.6823 -0.5823 0.4420 130.48 63.77 7.24 1.15 1 1799 
2611087 1146301 2173 0.6786 -0.5832 0.4465 130.67 63.48 7.26 1.17 1 1799 
2611087 1146303 2173 0.6754 -0.5839 0.4504 130.84 63.23 7.28 1.18 1 1799 
2611089 1146305 2175 0.6714 -0.5847 0.4552 131.05 62.92 7.31 1.20 1 1799 
2611089 1146307 2174 0.6682 -0.5855 0.4590 131.22 62.68 7.33 1.22 1 1799 
2611089 1146309 2173 0.6646 -0.5862 0.4633 131.41 62.40 7.35 1.24 1 1799 
2611091 1146311 2173 0.6619 -0.5868 0.4663 131.56 62.20 7.36 1.27 1 1799 
2611091 1146313 2173 0.6585 -0.5875 0.4702 131.74 61.95 7.37 1.29 1 1799 
2611091 1146315 2173 0.6558 -0.5881 0.4733 131.89 61.75 7.38 1.32 1 1799 
2611093 1146317 2175 0.6524 -0.5888 0.4772 132.07 61.50 7.39 1.35 1 1799 
2611093 1146319 2175 -0.6499 0.5893 -0.4799 132.20 61.32 7.40 1.38 1 1799 
2611093 1146321 2176 -0.6468 0.5899 -0.4834 132.36 61.10 7.40 1.42 1 1799 
2611095 1146323 2179 -0.6428 0.5906 -0.4880 132.58 60.79 7.42 1.45 1 1799 
2611095 1146325 2181 -0.6394 0.5911 -0.4917 132.75 60.55 7.42 1.49 1 1799 
2611095 1146327 2183 -0.6346 0.5918 -0.4970 133.00 60.20 7.44 1.53 1 1799 
2611097 1146329 2187 -0.6283 0.5927 -0.5039 133.33 59.74 7.45 1.58 1 1799 
2611097 1146331 2188 -0.6224 0.5935 -0.5103 133.64 59.32 7.46 1.63 1 1799 
2611099 1146333 2191 -0.6153 0.5944 -0.5179 134.01 58.81 7.48 1.68 1 1799 
2611099 1146335 2193 -0.6078 0.5952 -0.5257 134.40 58.28 7.49 1.74 1 1799 
2611099 1146337 2193 -0.6008 0.5959 -0.5329 134.77 57.80 7.50 1.80 1 1799 
2611101 1146339 2196 -0.5949 0.5965 -0.5388 135.07 57.40 7.50 1.86 1 1799 
2611101 1146341 2195 -0.5912 0.5969 -0.5424 135.28 57.15 7.49 1.92 1 1799 
2611103 1146343 2197 -0.5876 0.5973 -0.5459 135.47 56.91 7.48 1.99 1 1799 
2611103 1146345 2198 -0.5833 0.5977 -0.5500 135.70 56.63 7.47 2.05 1 1799 
2611103 1146347 2199 -0.5797 0.5980 -0.5535 135.89 56.39 7.46 2.12 1 1799 
2611105 1146349 2204 -0.5775 0.5982 -0.5556 136.01 56.25 7.46 2.17 1 1799 
2611105 1146351 2205 -0.5739 0.5985 -0.5589 136.20 56.02 7.45 2.22 1 1799 
2611107 1146353 2210 -0.5722 0.5986 -0.5606 136.29 55.90 7.45 2.25 1 1799 
2611107 1146355 2210 -0.5702 0.5987 -0.5625 136.40 55.77 7.45 2.28 1 1799 
2611109 1146357 2212 -0.5709 0.5987 -0.5619 136.36 55.82 7.45 2.28 1 1799 
2611109 1146359 2211 -0.5738 0.5985 -0.5590 136.21 56.01 7.44 2.28 1 1799 
2611109 1146361 2210 -0.5766 0.5984 -0.5563 136.06 56.20 7.45 2.26 1 1799 
2611111 1146363 2210 -0.5794 0.5982 -0.5536 135.92 56.39 7.44 2.23 1 1799 
2611111 1146365 2210 -0.5811 0.5981 -0.5518 135.83 56.51 7.44 2.20 1 1799 
2611113 1146367 2210 -0.5847 0.5979 -0.5483 135.64 56.75 7.44 2.16 1 1799 
2611113 1146369 2210 -0.5878 0.5977 -0.5452 135.48 56.96 7.43 2.12 1 1799 
2611115 1146371 2211 -0.5916 0.5975 -0.5413 135.28 57.23 7.43 2.06 1 1799 
2611115 1146373 2211 -0.5977 0.5970 -0.5351 134.97 57.65 7.42 2.00 1 1799 
2611117 1146375 2214 -0.6030 0.5966 -0.5296 134.69 58.02 7.41 1.94 1 1799 
2611117 1146377 2214 -0.6102 0.5959 -0.5220 134.32 58.53 7.40 1.87 1 1799 
2611117 1146379 2214 -0.6154 0.5954 -0.5165 134.05 58.90 7.40 1.80 1 1799 
2611119 1146381 2214 -0.6214 0.5947 -0.5101 133.74 59.33 7.39 1.73 1 1799 
2611119 1146383 2213 -0.6257 0.5941 -0.5055 133.51 59.63 7.39 1.66 1 1799 
2611121 1146385 2214 -0.6309 0.5933 -0.4999 133.24 60.01 7.39 1.59 1 1799 
2611123 1146387 2215 -0.6349 0.5927 -0.4956 133.03 60.29 7.39 1.53 1 1799 
2611123 1146389 2213 -0.6376 0.5922 -0.4927 132.88 60.48 7.40 1.47 1 1799 
2611125 1146391 2214 -0.6409 0.5916 -0.4892 132.71 60.71 7.40 1.41 1 1799 
2611125 1146393 2212 -0.6429 0.5912 -0.4870 132.60 60.85 7.40 1.36 1 1799 
2611127 1146395 2214 -0.6453 0.5907 -0.4844 132.47 61.03 7.40 1.31 1 1799 
2611127 1146397 2214 -0.6468 0.5904 -0.4828 132.39 61.13 7.40 1.26 1 1799 
2611129 1146399 2217 -0.6477 0.5901 -0.4819 132.34 61.19 7.40 1.22 1 1799 
2611129 1146401 2218 -0.6492 0.5898 -0.4803 132.26 61.29 7.40 1.18 1 1799 
2611131 1146403 2221 0.6499 -0.5897 0.4795 132.22 61.35 7.39 1.15 1 1799 
2611131 1146405 2222 0.6501 -0.5896 0.4793 132.21 61.36 7.39 1.11 1 1799 
2611133 1146407 2224 0.6500 -0.5897 0.4794 132.22 61.35 7.39 1.08 1 1799 
2611133 1146409 2224 0.6508 -0.5896 0.4783 132.18 61.42 7.38 1.05 1 1799 
2611135 1146411 2226 0.6512 -0.5897 0.4777 132.17 61.47 7.39 1.02 1 1799 
2611137 1146413 2227 0.6509 -0.5900 0.4777 132.19 61.46 7.39 0.99 1 1799 
2611137 1146415 2227 0.6501 -0.5903 0.4784 132.24 61.42 7.41 0.96 1 1799 
2611139 1146417 2229 0.6489 -0.5908 0.4795 132.32 61.35 7.42 0.93 1 1799 
2611139 1146419 2230 0.6482 -0.5912 0.4799 132.36 61.32 7.44 0.90 1 1799 
2611141 1146421 2233 0.6473 -0.5916 0.4806 132.43 61.28 7.47 0.87 1 1799 
2611141 1146423 2234 0.6461 -0.5921 0.4815 132.50 61.22 7.50 0.85 1 1799 
2611143 1146425 2239 -0.6448 0.5927 -0.4826 132.59 61.14 7.54 0.82 1 1799 
2611143 1146427 2240 -0.6432 0.5934 -0.4839 132.69 61.06 7.59 0.79 1 1799 
2611145 1146429 2243 -0.6423 0.5939 -0.4844 132.76 61.02 7.66 0.76 1 1799 
2611147 1146431 2246 -0.6414 0.5945 -0.4849 132.83 60.99 7.71 0.74 1 1799 
2611147 1146433 2247 -0.6406 0.5950 -0.4854 132.88 60.96 7.74 0.72 1 1799 
2611149 1146435 2250 -0.6399 0.5953 -0.4859 132.93 60.93 7.75 0.70 1 1799 
2611149 1146437 2251 -0.6392 0.5956 -0.4866 132.98 60.89 7.75 0.68 1 1799 
2611151 1146439 2254 -0.6384 0.5959 -0.4872 133.03 60.84 7.75 0.67 1 1799 
2611151 1146441 2255 -0.6380 0.5961 -0.4874 133.06 60.83 7.75 0.66 1 1799 
2611153 1146443 2258 -0.6376 0.5964 -0.4877 133.09 60.81 7.76 0.64 1 1799 
2611153 1146445 2259 -0.6369 0.5966 -0.4882 133.13 60.78 7.75 0.63 1 1799 
2611155 1146447 2261 -0.6363 0.5969 -0.4887 133.17 60.74 7.75 0.62 1 1799 
2611155 1146449 2261 -0.6355 0.5971 -0.4895 133.22 60.69 7.75 0.61 1 1799 
2611157 1146451 2262 -0.6347 0.5974 -0.4903 133.27 60.64 7.74 0.60 1 1799 
2611159 1146453 2263 -0.6337 0.5976 -0.4913 133.32 60.58 7.72 0.59 1 1799 
2611159 1146455 2261 -0.6329 0.5978 -0.4921 133.37 60.52 7.72 0.58 1 1799 
2611161 1146457 2262 -0.6321 0.5981 -0.4928 133.42 60.48 7.71 0.57 1 1799 
2611161 1146459 2261 -0.6312 0.5983 -0.4935 133.47 60.43 7.70 0.56 1 1799 
2611163 1146461 2263 -0.6309 0.5986 -0.4936 133.49 60.42 7.71 0.55 1 1799 
2611163 1146463 2262 -0.6305 0.5987 -0.4939 133.52 60.40 7.70 0.54 1 1799 
2611165 1146465 2264 -0.6301 0.5989 -0.4942 133.55 60.38 7.70 0.53 1 1799 
2611165 1146467 2264 -0.6295 0.5990 -0.4949 133.57 60.34 7.69 0.52 1 1799 
2611167 1146469 2267 -0.6290 0.5991 -0.4955 133.60 60.30 7.68 0.52 1 1799 
2611167 1146471 2267 -0.6284 0.5990 -0.4962 133.63 60.25 7.67 0.51 1 1799 
2611169 1146473 2269 -0.6279 0.5991 -0.4969 133.66 60.21 7.66 0.50 1 1799 
2611169 1146475 2269 -0.6273 0.5991 -0.4976 133.68 60.16 7.66 0.49 1 1799 
2611171 1146477 2273 -0.6267 0.5991 -0.4983 133.71 60.11 7.65 0.49 1 1799 
2611173 1146479 2275 -0.6263 0.5991 -0.4987 133.73 60.08 7.64 0.48 1 1799 
2611173 1146481 2276 -0.6259 0.5991 -0.4993 133.75 60.04 7.63 0.47 1 1799 
2611175 1146483 2277 -0.6255 0.5991 -0.4998 133.77 60.01 7.62 0.47 1 1799 
2611175 1146485 2277 -0.6251 0.5992 -0.5003 133.79 59.98 7.61 0.46 1 1799 
2611177 1146487 2279 -0.6248 0.5993 -0.5005 133.81 59.96 7.61 0.45 1 1799 
2611177 1146489 2279 -0.6245 0.5994 -0.5007 133.82 59.95 7.60 0.44 1 1799 
2611179 1146491 2281 -0.6243 0.5995 -0.5009 133.84 59.94 7.60 0.44 1 1799 
2611179 1146493 2282 -0.6242 0.5996 -0.5008 133.85 59.94 7.60 0.43 1 1799 
2611181 1146495 2283 -0.6241 0.5998 -0.5008 133.86 59.95 7.59 0.42 1 1799 
2611181 1146497 2284 -0.6242 0.6001 -0.5003 133.87 59.98 7.60 0.42 1 1799 
2611183 1146499 2286 -0.6242 0.6003 -0.5001 133.88 59.99 7.60 0.41 1 1799 
2611183 1146501 2287 -0.6239 0.6005 -0.5002 133.90 59.98 7.60 0.40 1 1799 
2611185 1146503 2288 -0.6234 0.6007 -0.5006 133.94 59.96 7.59 0.40 1 1799 
2611185 1146505 2288 -0.6226 0.6008 -0.5014 133.98 59.91 7.58 0.40 1 1799 
2611187 1146507 2290 -0.6216 0.6010 -0.5024 134.03 59.84 7.54 0.39 1 1799 
2611187 1146509 2290 -0.6203 0.6011 -0.5038 134.10 59.75 7.49 0.39 1 1799 
2611189 1146511 2291 -0.6187 0.6011 -0.5058 134.17 59.62 7.40 0.40 1 1799 
2611189 1146513 2292 -0.6170 0.6013 -0.5077 134.26 59.49 7.30 0.40 1 1799 
2611191 1146515 2294 -0.6154 0.6013 -0.5096 134.34 59.36 7.21 0.41 1 1799 
2611191 1146517 2295 -0.6136 0.6013 -0.5118 134.42 59.22 7.12 0.41 1 1799 
2611193 1146519 2297 -0.6118 0.6014 -0.5138 134.51 59.08 7.02 0.42 1 1799 
2611193 1146521 2297 -0.6100 0.6015 -0.5159 134.60 58.94 6.93 0.42 1 1799 
2611195 1146523 2299 -0.6081 0.6015 -0.5182 134.69 58.79 6.84 0.43 1 1799 
2611195 1146525 2300 -0.6062 0.6016 -0.5203 134.78 58.65 6.75 0.43 1 1799 
2611197 1146527 2302 -0.6043 0.6016 -0.5224 134.87 58.50 6.67 0.44 1 1799 
2611197 1146529 2303 -0.6023 0.6016 -0.5247 134.97 58.35 6.59 0.45 1 1799 
2611199 1146531 2305 -0.6004 0.6017 -0.5268 135.06 58.21 6.51 0.45 1 1799 
2611199 1146533 2305 -0.5985 0.6017 -0.5289 135.15 58.07 6.44 0.46 1 1799 
2611201 1146535 2307 -0.5967 0.6017 -0.5310 135.24 57.93 6.38 0.46 1 1799 
2611203 1146537 2308 -0.5949 0.6018 -0.5328 135.33 57.80 6.33 0.47 1 1799 
2611203 1146539 2309 -0.5932 0.6018 -0.5348 135.41 57.67 6.28 0.47 1 1799 
2611205 1146541 2310 -0.5914 0.6018 -0.5367 135.50 57.54 6.23 0.47 1 1799 
2611207 1146543 2312 -0.5897 0.6018 -0.5386 135.58 57.41 6.18 0.48 1 1799 
2611207 1146545 2312 -0.5880 0.6018 -0.5404 135.66 57.29 6.14 0.48 1 1799 
2611209 1146547 2313 -0.5863 0.6017 -0.5424 135.74 57.15 6.09 0.49 1 1799 
2611211 1146549 2313 -0.5848 0.6018 -0.5440 135.82 57.05 6.06 0.49 1 1799 
2611213 1146551 2314 -0.5832 0.6017 -0.5456 135.89 56.93 6.03 0.49 1 1799 
2611213 1146553 2314 -0.5817 0.6016 -0.5474 135.97 56.81 5.99 0.49 1 1799 
2611215 1146555 2315 0.5801 -0.6016 0.5492 136.04 56.69 5.96 0.50 1 1799 
2611217 1146557 2316 0.5785 -0.6014 0.5510 136.11 56.56 5.93 0.50 1 1799 
2611219 1146559 2316 0.5770 -0.6011 0.5530 136.17 56.43 5.90 0.51 1 1799 
2611221 1146561 2316 0.5755 -0.6007 0.5550 136.23 56.29 5.87 0.51 1 1799 
2611223 1146563 2316 0.5740 -0.6002 0.5571 136.28 56.15 5.84 0.51 1 1799 
2611225 1146565 2316 0.5725 -0.5996 0.5592 136.33 56.00 5.81 0.52 1 1799 
2611227 1146567 2316 0.5712 -0.5991 0.5611 136.36 55.87 5.79 0.52 1 1799 
2611229 1146569 2316 0.5699 -0.5985 0.5631 136.40 55.73 5.77 0.52 1 1799 
2611231 1146571 2315 0.5685 -0.5977 0.5653 136.44 55.58 5.75 0.53 1 1799 
2611233 1146573 2314 -0.5670 0.5971 -0.5674 136.48 55.43 5.72 0.53 1 1799 
2611235 1146575 2315 -0.5655 0.5964 -0.5697 136.52 55.27 5.69 0.54 1 1799 
2611237 1146577 2315 -0.5638 0.5957 -0.5721 136.58 55.10 5.66 0.55 1 1799 
2611239 1146577 2316 -0.5623 0.5952 -0.5741 136.63 54.96 5.63 0.55 1 1799 
2611241 1146579 2316 -0.5607 0.5946 -0.5762 136.68 54.81 5.60 0.56 1 1799 
2611243 1146581 2317 -0.5592 0.5942 -0.5781 136.74 54.68 5.57 0.57 1 1799 
2611245 1146583 2318 -0.5576 0.5938 -0.5801 136.80 54.54 5.54 0.58 1 1799 
2611247 1146585 2318 -0.5561 0.5933 -0.5820 136.86 54.41 5.51 0.58 1 1799 
2611249 1146585 2319 -0.5545 0.5930 -0.5839 136.92 54.27 5.48 0.59 1 1799 
